"Notes"	"Residence State"	"Residence State Code"	"Residence County"	"Residence County Code"	"Year"	"Year Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error	% of Total Deaths
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2022"	"2022"	"85-89 years"	"85-89"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2022"	"2022"	"90-94 years"	"90-94"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2022"	"2022"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2022"	"2022"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2022"	"2022"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2023 (provisional)"	"2023"	"< 1 year"	"1"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2023 (provisional)"	"2023"	"1-4 years"	"1-4"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2023 (provisional)"	"2023"	"5-9 years"	"5-9"	0	838	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2023 (provisional)"	"2023"	"10-14 years"	"10-14"	0	920	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2023 (provisional)"	"2023"	"15-19 years"	"15-19"	Suppressed	907	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2023 (provisional)"	"2023"	"20-24 years"	"20-24"	Suppressed	780	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2023 (provisional)"	"2023"	"25-29 years"	"25-29"	Suppressed	770	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2023 (provisional)"	"2023"	"30-34 years"	"30-34"	Suppressed	758	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2023 (provisional)"	"2023"	"35-39 years"	"35-39"	Suppressed	746	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2023 (provisional)"	"2023"	"40-44 years"	"40-44"	Suppressed	732	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2023 (provisional)"	"2023"	"45-49 years"	"45-49"	Suppressed	711	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2023 (provisional)"	"2023"	"50-54 years"	"50-54"	Suppressed	758	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2023 (provisional)"	"2023"	"55-59 years"	"55-59"	Suppressed	754	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2023 (provisional)"	"2023"	"60-64 years "	"60-64"	12	876	Unreliable	707.8	2392.9	395.4	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2023 (provisional)"	"2023"	"65-69 years"	"65-69"	10	797	Unreliable	601.7	2307.5	396.8	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2023 (provisional)"	"2023"	"70-74 years"	"70-74"	18	620	Unreliable	1720.6	4588.3	684.3	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2023 (provisional)"	"2023"	"75-79 years"	"75-79"	18	402	Unreliable	2653.7	7076.6	1055.4	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2023 (provisional)"	"2023"	"80-84 years"	"80-84"	20	278	7194.2	4394.5	11110.9	1608.7	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2023 (provisional)"	"2023"	"85-89 years"	"85-89"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2023 (provisional)"	"2023"	"90-94 years"	"90-94"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2023 (provisional)"	"2023"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2023 (provisional)"	"2023"	"100+ years"	"100+"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2023 (provisional)"	"2023"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2024 (provisional and partial)"	"2024"	"< 1 year"	"1"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2024 (provisional and partial)"	"2024"	"1-4 years"	"1-4"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2024 (provisional and partial)"	"2024"	"5-9 years"	"5-9"	0	838	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2024 (provisional and partial)"	"2024"	"10-14 years"	"10-14"	0	920	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2024 (provisional and partial)"	"2024"	"15-19 years"	"15-19"	0	907	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2024 (provisional and partial)"	"2024"	"20-24 years"	"20-24"	0	780	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2024 (provisional and partial)"	"2024"	"25-29 years"	"25-29"	0	770	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2024 (provisional and partial)"	"2024"	"30-34 years"	"30-34"	0	758	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2024 (provisional and partial)"	"2024"	"35-39 years"	"35-39"	Suppressed	746	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2024 (provisional and partial)"	"2024"	"40-44 years"	"40-44"	Suppressed	732	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2024 (provisional and partial)"	"2024"	"45-49 years"	"45-49"	Suppressed	711	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2024 (provisional and partial)"	"2024"	"50-54 years"	"50-54"	Suppressed	758	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2024 (provisional and partial)"	"2024"	"55-59 years"	"55-59"	Suppressed	754	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2024 (provisional and partial)"	"2024"	"60-64 years "	"60-64"	Suppressed	876	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2024 (provisional and partial)"	"2024"	"65-69 years"	"65-69"	Suppressed	797	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2024 (provisional and partial)"	"2024"	"70-74 years"	"70-74"	10	620	Unreliable	773.5	2966.2	510.0	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2024 (provisional and partial)"	"2024"	"75-79 years"	"75-79"	13	402	Unreliable	1721.9	5529.9	896.9	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2024 (provisional and partial)"	"2024"	"80-84 years"	"80-84"	13	278	Unreliable	2489.9	7996.5	1297.0	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2024 (provisional and partial)"	"2024"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2024 (provisional and partial)"	"2024"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2024 (provisional and partial)"	"2024"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2024 (provisional and partial)"	"2024"	"100+ years"	"100+"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2024 (provisional and partial)"	"2024"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2018"	"2018"	"< 1 year"	"1"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2018"	"2018"	"1-4 years"	"1-4"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2018"	"2018"	"5-9 years"	"5-9"	Suppressed	1708	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2018"	"2018"	"10-14 years"	"10-14"	0	1826	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2018"	"2018"	"15-19 years"	"15-19"	Suppressed	1653	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2018"	"2018"	"20-24 years"	"20-24"	Suppressed	1247	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2018"	"2018"	"25-29 years"	"25-29"	Suppressed	1400	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2018"	"2018"	"30-34 years"	"30-34"	0	1298	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2018"	"2018"	"35-39 years"	"35-39"	Suppressed	1357	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2018"	"2018"	"40-44 years"	"40-44"	Suppressed	1343	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2018"	"2018"	"45-49 years"	"45-49"	Suppressed	1427	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2018"	"2018"	"50-54 years"	"50-54"	Suppressed	1419	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2018"	"2018"	"55-59 years"	"55-59"	18	1555	Unreliable	686.0	1829.4	272.8	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2018"	"2018"	"60-64 years "	"60-64"	13	1452	Unreliable	476.7	1531.0	248.3	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2018"	"2018"	"65-69 years"	"65-69"	18	1291	Unreliable	826.3	2203.5	328.6	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2018"	"2018"	"70-74 years"	"70-74"	38	1144	3321.7	2350.6	4559.3	538.8	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2018"	"2018"	"75-79 years"	"75-79"	40	916	4366.8	3119.7	5946.4	690.5	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2018"	"2018"	"80-84 years"	"80-84"	34	548	6204.4	4296.7	8670.0	1064.0	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2018"	"2018"	"85-89 years"	"85-89"	20	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2018"	"2018"	"90-94 years"	"90-94"	17	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2018"	"2018"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2018"	"2018"	"100+ years"	"100+"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2018"	"2018"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2019"	"2019"	"< 1 year"	"1"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2019"	"2019"	"1-4 years"	"1-4"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2019"	"2019"	"5-9 years"	"5-9"	Suppressed	1740	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2019"	"2019"	"10-14 years"	"10-14"	0	1803	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2019"	"2019"	"15-19 years"	"15-19"	Suppressed	1642	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2019"	"2019"	"20-24 years"	"20-24"	Suppressed	1286	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2019"	"2019"	"25-29 years"	"25-29"	Suppressed	1389	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2019"	"2019"	"30-34 years"	"30-34"	Suppressed	1400	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2019"	"2019"	"35-39 years"	"35-39"	Suppressed	1365	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2019"	"2019"	"40-44 years"	"40-44"	Suppressed	1387	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2019"	"2019"	"45-49 years"	"45-49"	Suppressed	1424	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2019"	"2019"	"50-54 years"	"50-54"	Suppressed	1413	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2019"	"2019"	"55-59 years"	"55-59"	17	1581	Unreliable	626.4	1721.6	260.8	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2019"	"2019"	"60-64 years "	"60-64"	26	1483	1753.2	1145.2	2568.8	343.8	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2019"	"2019"	"65-69 years"	"65-69"	19	1328	Unreliable	861.4	2234.2	328.2	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2019"	"2019"	"70-74 years"	"70-74"	23	1177	1954.1	1238.7	2932.1	407.5	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2019"	"2019"	"75-79 years"	"75-79"	29	927	3128.4	2095.1	4492.9	580.9	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2019"	"2019"	"80-84 years"	"80-84"	34	582	5841.9	4045.7	8163.5	1001.9	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2019"	"2019"	"85-89 years"	"85-89"	33	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2019"	"2019"	"90-94 years"	"90-94"	33	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2019"	"2019"	"95-99 years"	"95-99"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2019"	"2019"	"100+ years"	"100+"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2019"	"2019"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2020"	"2020"	"< 1 year"	"1"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2020"	"2020"	"1-4 years"	"1-4"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2020"	"2020"	"5-9 years"	"5-9"	0	1778	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2020"	"2020"	"10-14 years"	"10-14"	Suppressed	1837	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2020"	"2020"	"15-19 years"	"15-19"	Suppressed	1677	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2020"	"2020"	"20-24 years"	"20-24"	Suppressed	1265	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2020"	"2020"	"25-29 years"	"25-29"	Suppressed	1460	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2020"	"2020"	"30-34 years"	"30-34"	Suppressed	1490	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2020"	"2020"	"35-39 years"	"35-39"	Suppressed	1415	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2020"	"2020"	"40-44 years"	"40-44"	Suppressed	1404	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2020"	"2020"	"45-49 years"	"45-49"	Suppressed	1443	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2020"	"2020"	"50-54 years"	"50-54"	Suppressed	1472	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2020"	"2020"	"55-59 years"	"55-59"	10	1596	Unreliable	300.5	1152.3	198.1	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2020"	"2020"	"60-64 years "	"60-64"	19	1533	Unreliable	746.2	1935.5	284.3	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2020"	"2020"	"65-69 years"	"65-69"	28	1421	1970.4	1309.3	2847.8	372.4	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2020"	"2020"	"70-74 years"	"70-74"	26	1264	2057.0	1343.7	3013.9	403.4	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2020"	"2020"	"75-79 years"	"75-79"	45	960	4687.5	3419.1	6272.2	698.8	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2020"	"2020"	"80-84 years"	"80-84"	46	645	7131.8	5221.4	9512.8	1051.5	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2020"	"2020"	"85-89 years"	"85-89"	40	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2020"	"2020"	"90-94 years"	"90-94"	23	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2020"	"2020"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2020"	"2020"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2020"	"2020"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2021"	"2021"	"< 1 year"	"1"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2021"	"2021"	"1-4 years"	"1-4"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2021"	"2021"	"5-9 years"	"5-9"	0	1875	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2021"	"2021"	"10-14 years"	"10-14"	0	2019	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2021"	"2021"	"15-19 years"	"15-19"	0	1773	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2021"	"2021"	"20-24 years"	"20-24"	0	1341	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2021"	"2021"	"25-29 years"	"25-29"	Suppressed	1496	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2021"	"2021"	"30-34 years"	"30-34"	Suppressed	1568	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2021"	"2021"	"35-39 years"	"35-39"	Suppressed	1590	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2021"	"2021"	"40-44 years"	"40-44"	Suppressed	1549	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2021"	"2021"	"45-49 years"	"45-49"	Suppressed	1488	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2021"	"2021"	"50-54 years"	"50-54"	12	1603	Unreliable	386.8	1307.6	216.1	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2021"	"2021"	"55-59 years"	"55-59"	11	1646	Unreliable	333.6	1195.8	201.5	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2021"	"2021"	"60-64 years "	"60-64"	29	1690	1716.0	1149.2	2464.4	318.6	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2021"	"2021"	"65-69 years"	"65-69"	27	1539	1754.4	1156.2	2552.5	337.6	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2021"	"2021"	"70-74 years"	"70-74"	38	1377	2759.6	1952.9	3787.8	447.7	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2021"	"2021"	"75-79 years"	"75-79"	46	984	4674.8	3422.6	6235.5	689.3	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2021"	"2021"	"80-84 years"	"80-84"	53	644	8229.8	6164.7	10764.8	1130.5	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2021"	"2021"	"85-89 years"	"85-89"	49	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2021"	"2021"	"90-94 years"	"90-94"	38	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2021"	"2021"	"95-99 years"	"95-99"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2021"	"2021"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2021"	"2021"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2022"	"2022"	"< 1 year"	"1"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2022"	"2022"	"1-4 years"	"1-4"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2022"	"2022"	"5-9 years"	"5-9"	0	1855	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2022"	"2022"	"10-14 years"	"10-14"	Suppressed	1985	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2022"	"2022"	"15-19 years"	"15-19"	Suppressed	1818	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2022"	"2022"	"20-24 years"	"20-24"	0	1517	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2022"	"2022"	"25-29 years"	"25-29"	Suppressed	1496	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2022"	"2022"	"30-34 years"	"30-34"	Suppressed	1638	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Payette County, ID"	"16075"	"2022"	"2022"	"35-39 years"	"35-39"	Suppressed	1645	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
